product_id,brand,fixed_price,discounted_price,url,colors,sizes,rank_score,top,middle,small,product_info,fitting_info,additional_info,brand2
SJ2E4WSH584W,SJSJ,335000,335000,"['/SJ/2E/SS/SJ2E4WSH584W_CL_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_CL_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E4WSH584W_RB_W09.jpg?rs=684X1032']","['CORAL', 'RED BROWN']","['76', '82', '88']",0.7777777777777778,여성,탑,셔츠,"바디를 따라 여유롭게 떨어지는 루즈한 실루엣으로 완성한 하프 슬리브 셔츠입니다. 가볍고 신축성 있는 면과 스판 혼방 소재를 사용해 편안한 착용감을 전해주며, 가슴 한쪽에 버튼 여밈의 포켓을 디자인해 실용성을 겸비한 포인트를 주었습니다. 사이드 슬릿 디테일의 언밸런스 헴 디자인으로 다양한 스타일링이 가능합니다. ","174cm, 55 사이즈 모델이 82 사이즈 착용","['면과 스판 혼방 소재', '앞면에 버튼 클로징', '가슴 한쪽에 버튼 여밈의 포켓', '소맷단 버튼 여밈', '밑단 양옆에 슬릿', '언밸런스 헴 디자인']",SJSJ
LC2E4WSH661W,LANVIN COLLECTION,765000,765000,"['/LC/2E/SS/LC2E4WSH661W_IV_W01.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W02.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W03.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W04.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W05.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W06.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_IV_W07.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W01.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W02.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W03.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W04.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W05.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W06.jpg?rs=684X1032', '/LC/2E/SS/LC2E4WSH661W_MP_W07.jpg?rs=684X1032']","['IVORY', 'SMOKE PINK']","['82', '88']",0.6666666666666667,여성,탑,셔츠,"오버사이즈 실루엣과 돌먼 슬리브 디자인으로 편안하고 여유로우면서도 세련된 룩을 완성하는 하프 슬리브 셔츠입니다. 오픈 칼라 디자인과 가슴 한쪽의 비즈 레터링이 눈길을 끌며, 소맷단에 턱 디테일과 드로우스트링을 더해 볼륨감을 연출했습니다. 가벼운 면 혼방 소재를 사용하였으며, 시그니쳐 로고 버튼 디테일로 섬세하게 완성했습니다.","178cm, 55 사이즈 모델이 82 사이즈 착용","['면 혼방 소재', '앞면의 버튼 클로징', '오픈 칼라 디자인', '가슴 한쪽에 비즈와 자수 레터링', '돌먼 슬리브 디자인', '소맷단에 드로우스트링']",LANVIN COLLECTION
TM2E3WSH341W,TIME,485000,485000,"['/TM/2E/SS/TM2E3WSH341W_BK_W01.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W02.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W03.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W04.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W05.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W06.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BK_W07.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W01.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W02.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W03.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W04.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W05.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W06.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W07.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W08.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_BL_W09.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W01.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W02.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W03.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W04.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W05.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W06.jpg?rs=684X1032', '/TM/2E/SS/TM2E3WSH341W_WT_W07.jpg?rs=684X1032']","['BLACK', 'BLUE', 'WHITE']","['82', '88']",0.5555555555555556,여성,탑,셔츠,"몸판 뒷면에 밑단까지 길게 이어지는 스냅 버튼 여밈의 슬릿과 턱 디테일, 리본으로 묶거나 늘어트려 연출 가능한 스트랩을 장식하여 반전된 무드를 연출하는 셔츠입니다. 살짝 크롭한 기장감과 여유로운 핏이며, 어깨 라인에 턱 디테일과 몸판 뒷면에 사이드 플리츠를 더해 볼륨감 있는 실루엣을 자아냅니다. 가벼운 면 혼방 소재를 사용하여 편안한 착용감을 전해줍니다.","175cm, 55 사이즈 모델이 82 사이즈 착용","['면 혼방 소재', '앞면의 버튼 클로징', '소맷단에 버튼 여밈과 턴업 디테일', '몸판 뒷면에 사이드 플리츠', '뒷면에 스냅 버튼 여밈의 슬릿과 턱 디테일', '뒷면 밑단에 리본 스트랩']",TIME
TM2E4WSHB63W,TIME,485000,485000,"['/TM/2E/SS/TM2E4WSHB63W_WT_W01.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W02.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W03.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W04.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W05.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W06.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_WT_W07.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W01.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W02.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W03.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W04.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W05.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W06.jpg?rs=684X1032', '/TM/2E/SS/TM2E4WSHB63W_BK_W07.jpg?rs=684X1032']","['WHITE', 'BLACK']","['82', '88']",0.4444444444444444,여성,탑,셔츠,"허리 내부 한쪽에 버튼 여밈의 탭을 더해 랩 스타일 연출이 가능한 셔츠입니다. 슬림한 허리 라인을 강조해 주며, 소맷단의 핀턱으로 자연스러운 볼륨감을 자아냅니다. 언밸러스 헴 디자인으로 섬세하게 완성했으며, 얇고 가벼운 면 혼방 소재를 사용했습니다. 다양한 하의와 함께 세련된 룩을 완성하기 좋은 아이템입니다.","175cm, 55 사이즈 모델이 82 사이즈 착용","['면 혼방 소재', '넥라인 뒷면에 슬릿', '앞면에 버튼 클로징', '허리 내부 한쪽에 버튼 여밈의  탭', '소맷단에 버튼 여밈', '언밸런스 헴 디자인']",TIME
SY2E4NSH740W,SYSTEM,335000,335000,"['/SY/2E/SS/SY2E4NSH740W_MB_W01.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W02.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W03.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W04.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W05.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W06.jpg?rs=684X1032', '/SY/2E/SS/SY2E4NSH740W_MB_W07.jpg?rs=684X1032']",['SMOKE BLUE'],"['82', '88']",0.33333333333333337,여성,탑,셔츠,"시스템만의 스타일리시한 워싱과 여유로운 드롭 숄더 실루엣의 조화가 눈길을 끄는 데님 셔츠입니다. 넥라인 이면에 시그니처 레더 탭을 부착하였으며, 가슴 한쪽에 패치 포켓을 더해 포인트를 주었습니다. 밑단 양옆의 깊은 슬릿으로 다양한 연출이 가능하며, 얇고 가벼운 면 혼방 소재로 한층 편안한 착용감을 전해줍니다. 같은 소재의 데님 팬츠와 셋업 스타일링이 가능합니다.","174cm, 55 사이즈 모델이 82 사이즈 착용","['면 혼방 소재', '앞면에 버튼 클로징', '넥라인 이면에 레더 탭', '가슴 한쪽에 포켓', '밑단 양옆에 슬릿']",SYSTEM
CM2E5WSH266W,the CASHMERE,475000,475000,"['/CM/2E/SS/CM2E5WSH266W_OL_W01.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W02.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W03.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W04.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W05.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W06.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_OL_W07.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W01.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W02.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W03.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W04.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W05.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W06.jpg?rs=684X1032', '/CM/2E/SS/CM2E5WSH266W_SK_W07.jpg?rs=684X1032']","['OLIVE', 'SKIN']","['82', '88']",0.2222222222222222,여성,탑,셔츠,"어깨의 에폴렛 디자인이 눈길을 끄는 셔츠입니다. 넥라인을 감싸주는 칼라 디자인이 돋보이며, 가슴 양쪽에 버튼 여밈의 플랩 포켓을 더해주었습니다. 얇고 가벼운 텍스처와 여유로운 실루엣으로 편안한 착용감을 선보이며, 앞뒤 길이가 다른 언밸런스 헴 실루엣이 한층 스타일리시한 분위기를 자아냅니다. ","174cm, 55 사이즈 모델이 82 사이즈 착용","['앞면에 버튼 클로징', '어깨의 에폴렛 디자인', '가슴 양쪽에 포켓', '소맷단에 버튼 여밈', '언밸런스 헴 디자인']",the CASHMERE
IL2E4WSH130N,LÄTT,345000,345000,"['/IL/2E/SS/IL2E4WSH130N_KG_W01.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W02.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W03.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W04.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W05.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W06.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W07.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W01.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W02.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W03.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W04.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W05.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W06.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W07.jpg?rs=684X1032']","['CHARCOAL GREY', 'LIGHT BEIGE']","['82', '88']",0.11111111111111116,여성,탑,셔츠,"마치 손으로 구긴 듯한 크링클 텍스처로 이루어져 있는 외관이 돋보이는 셔츠입니다. 가볍고 바스락한 터치감의 면과 스판 혼방 소재를 사용했으며, 플래킷 상단에 버튼이 따로 없어 자연스럽게 벌어지는 넥라인을 연출합니다. 뒷면 중심의 플리티드 디테일로 볼륨감을 더해주었으며, 밑단 내부 양옆의 드로우스트링으로 실루엣 조절이 용이합니다. 같은 소재의 스커트 또는 팬츠와 셋업 스타일링이 가능한 아이템입니다.","176cm, 55 사이즈 모델이 82 사이즈 착용","['면과 스판 혼방 소재', '앞면에 버튼 클로징', '앞면 한쪽에 포켓', '밑단 내부 양옆에 드로우스트링']",LÄTT
IL2E4WSH130N,LÄTT,345000,345000,"['/IL/2E/SS/IL2E4WSH130N_KG_W01.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W02.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W03.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W04.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W05.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W06.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_KG_W07.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W01.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W02.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W03.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W04.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W05.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W06.jpg?rs=684X1032', '/IL/2E/SS/IL2E4WSH130N_LE_W07.jpg?rs=684X1032']","['CHARCOAL GREY', 'LIGHT BEIGE']","['82', '88']",0.11111111111111116,여성,탑,셔츠,"마치 손으로 구긴 듯한 크링클 텍스처로 이루어져 있는 외관이 돋보이는 셔츠입니다. 가볍고 바스락한 터치감의 면과 스판 혼방 소재를 사용했으며, 플래킷 상단에 버튼이 따로 없어 자연스럽게 벌어지는 넥라인을 연출합니다. 뒷면 중심의 플리티드 디테일로 볼륨감을 더해주었으며, 밑단 내부 양옆의 드로우스트링으로 실루엣 조절이 용이합니다. 같은 소재의 스커트 또는 팬츠와 셋업 스타일링이 가능한 아이템입니다.","176cm, 55 사이즈 모델이 82 사이즈 착용","['면과 스판 혼방 소재', '앞면에 버튼 클로징', '앞면 한쪽에 포켓', '밑단 내부 양옆에 드로우스트링']",LÄTT
TG2E1WSH007WX3,TOM GREYHOUND,365000,365000,"['/TG/2E/SS/TG2E1WSH007WX3_BG_W01.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W02.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W03.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W04.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W05.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W06.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BG_W07.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W01.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W02.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W03.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W04.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W05.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W06.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_BK_W07.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W01.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W02.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W03.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W04.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W05.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W06.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_LV_W07.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W01.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W02.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W03.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W04.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W05.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W06.jpg?rs=684X1032', '/TG/2E/SS/TG2E1WSH007WX3_WT_W07.jpg?rs=684X1032']","['BEIGE', 'BLACK', 'LIGHT VIOLET', 'WHITE']","['XS', 'S', 'M']",0.0,여성,탑,셔츠,"XIRENA는 미국 캘리포니아의 여유로움을 담아 평온한 스타일을 제안하는 브랜드입니다. 면 100%의 겉감을 사용하여 제작된 본질적이고 필수적인 베이직한 셔츠입니다. 클래식한 디자인과 경량 직조된 면 포플린 소재를 사용하여 제작되었습니다. 이러한 소재는 편안한 착용감과 시원함을 제공하며, 다양한 계절에서 활용 가능합니다.",* Model Size : 키 172cm 46KG B 30 W 23 H 35 / 착용사이즈: 상의 S(2),"['100% 코튼 소재', '클래식한 디자인']",TOM GREYHOUND
SJ2E5KTOE11W,SJSJ,215000,215000,"['/SJ/2E/SS/SJ2E5KTOE11W_BL_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W09.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W09.jpg?rs=684X1032']","['BLUE', 'PINK', 'WHITE']",['90'],1.0,여성,탑,니트,"군더더기 없이 깔끔한 디자인으로 높은 활용도를 선보이는 하프 슬리브 니트 탑입니다. 넥라인 뒷면의 컷아웃 디자인이 반전 있는 무드를 전해주며, 각 끝단을 리브로 마감해 자연스러운 볼륨을 더해주었습니다. 신축성 있는 면 혼방 소재를 사용했으며, 단독은 물론 아우터 안의 이너 탑으로도 손쉽게 매치할 수 있습니다.","176cm, 55 사이즈 모델이 90 사이즈 착용","['면 혼방 소재', '라운드넥 디자인', '하프 슬리브 디자인', '각 끝단 리브 마감']",SJSJ
SJ2E5KTOE11W,SJSJ,215000,215000,"['/SJ/2E/SS/SJ2E5KTOE11W_BL_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W09.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W09.jpg?rs=684X1032']","['BLUE', 'PINK', 'WHITE']",['90'],1.0,여성,탑,니트,"군더더기 없이 깔끔한 디자인으로 높은 활용도를 선보이는 하프 슬리브 니트 탑입니다. 넥라인 뒷면의 컷아웃 디자인이 반전 있는 무드를 전해주며, 각 끝단을 리브로 마감해 자연스러운 볼륨을 더해주었습니다. 신축성 있는 면 혼방 소재를 사용했으며, 단독은 물론 아우터 안의 이너 탑으로도 손쉽게 매치할 수 있습니다.","176cm, 55 사이즈 모델이 90 사이즈 착용","['면 혼방 소재', '라운드넥 디자인', '하프 슬리브 디자인', '각 끝단 리브 마감']",SJSJ
SJ2E5KTOE11W,SJSJ,215000,215000,"['/SJ/2E/SS/SJ2E5KTOE11W_BL_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_BL_W09.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_PK_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W01.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W02.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W03.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W04.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W05.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W06.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W07.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W08.jpg?rs=684X1032', '/SJ/2E/SS/SJ2E5KTOE11W_WT_W09.jpg?rs=684X1032']","['BLUE', 'PINK', 'WHITE']",['90'],1.0,여성,탑,니트,"군더더기 없이 깔끔한 디자인으로 높은 활용도를 선보이는 하프 슬리브 니트 탑입니다. 넥라인 뒷면의 컷아웃 디자인이 반전 있는 무드를 전해주며, 각 끝단을 리브로 마감해 자연스러운 볼륨을 더해주었습니다. 신축성 있는 면 혼방 소재를 사용했으며, 단독은 물론 아우터 안의 이너 탑으로도 손쉽게 매치할 수 있습니다.","176cm, 55 사이즈 모델이 90 사이즈 착용","['면 혼방 소재', '라운드넥 디자인', '하프 슬리브 디자인', '각 끝단 리브 마감']",SJSJ
