num
2474966
3149296
2423042
3214280
2030178
3325429
3338980
3972351
3974898
3167109
2623779
3214275
2623765
2723764
3963300
2723767
3948574
3931272
3862964
2032983
3931258
3240418
2005081
3851942
3324515
3176118
1942725
3323759
3143788
3988967
3971331
3931280
3931257
2702396
2032985
3988975
3931250
3794579
3435628
3252790
3214285
3202947
2381749
4044572
3971745
3964179
3205799
2623783
2459209
2448874
2396645
2381748
1710327
3891969
3259314
3225782
3101629
3101625
2448873
2139775
1780641
3980798
3974902
3891967
3885503
3822399
3821037
3523747
3439096
3248507
3225784
3175105
3105527
3048304
2474939
1458655
4053917
3958265
3956344
3910630
3879188
3802507
3516568
3268537
3257327
3232385
2792386
2623786
2560619
2448867
4053930
3988968
3968443
3933100
3931271
3904598
3900938
3783843
3599301
3272518
3685567
2990448
2990516
2314616
3464998
3533480
3673174
3012570
2892773
3463299
2990452
3540248
2722805
3617172
3533479
2058188
3392104
2766662
2827221
2105452
3551980
3540249
2995119
2990499
2990463
1583547
3785976
3641838
3498167
3434522
3048820
2913656
4012454
3540245
3441526
2099882
1728195
1551889
1535843
3864850
3864849
3690731
3574472
3533482
3029657
2913659
2797644
2082210
2060994
3864846
3789721
3675284
3608979
3578577
3562550
3494865
3411311
3392101
3264736
2990438
2737761
2660941
2319988
2314613
2271974
2109937
2106706
1664849
1642904
1574201
3902265
3789836
3789724
3789719
3691840
3653290
3620005
3605598
3574748
3571128
3562506
3551981
3542756
3533483
3512312
3509086
3470018
3463298
3447218
3434518
3424000
3392106
3247228
3182161
3086428
3012623
2782969
2385175
2271973
2106705
2090950
2837417
3465073
3725600
3475395
3574305
2698720
947067
1643160
3833771
3400338
4022153
3586427
2085363
2990274
2698719
2313388
1582356
3866855
3753607
4022156
3828137
2056587
3836925
2698718
1015441
4022157
3638661
2136658
1817394
953099
4022155
3679129
3627071
2038497
3864742
3833767
3729032
3105321
3074973
2990325
2767927
1679943
3789860
3461167
2163932
2140536
4022154
3833770
3810596
3616034
3508768
3056893
2897329
2721684
2056585
2056474
947071
3976834
3562815
3508919
3468002
3463479
2853101
2851466
2760155
2321863
2096933
2056591
2056588
4029308
3934104
3892512
3848310
3807591
3798403
3794095
3789862
3789030
3764847
3616038
3461160
3439056
3434323
3174960
3074986
3002782
2997423
2948499
2851540
2851485
2848081
2705742
2691476
2163398
2060993
2056472
3807589
3790782
3623472
2149254
3874367
2818019
3005822
404474
3156318
2455460
3842115
3050501
3851073
3921829
3859217
3900232
3399787
2058133
3821986
3626384
1144989
3529913
3518783
3179971
3174970
2390729
394608
2118822
1248490
1190268
3361949
1190264
3800524
2911579
2723199
1129745
3937865
3863973
3818542
3425399
2932110
3067813
3888282
3491719
2773135
3813718
3508023
3123511
3068416
2794019
2114743
3887394
3871606
3847414
3481250
3417709
3134795
3066189
2901340
3858336
3800836
3789676
3441397
3138550
3123512
2313303
2058136
407067
3887392
3847037
3730374
3514307
3242233
2773136
2365684
1383816
1272823
4045169
3866384
3842029
3678499
3490905
3459378
3458174
3437800
2820946
2768838
1173551
3939343
3888292
